,Year,Nation,DEG_URB,SEX,AGE,Mean income
5338,2019,Cyprus,Cities,Females,65 years or over,"17,644"
5339,2019,Cyprus,Cities,Females,75 years or over,"14,616"
5340,2019,Cyprus,Towns and suburbs,Males,Less than 18 years,"15,745"
5341,2019,Cyprus,Towns and suburbs,Males,From 18 to 64 years,"18,080"
5342,2019,Cyprus,Towns and suburbs,Males,18 years or over,"17,771"
5343,2019,Cyprus,Towns and suburbs,Males,60 years or over,"17,672"
5344,2019,Cyprus,Towns and suburbs,Males,65 years or over,"15,827"
5345,2019,Cyprus,Towns and suburbs,Males,75 years or over,"13,936"
5346,2019,Cyprus,Towns and suburbs,Females,Less than 18 years,"19,974"
5347,2019,Cyprus,Towns and suburbs,Females,From 18 to 64 years,"17,384"
5348,2019,Cyprus,Towns and suburbs,Females,18 years or over,"16,929"
5349,2019,Cyprus,Towns and suburbs,Females,60 years or over,"15,111"
5350,2019,Cyprus,Towns and suburbs,Females,65 years or over,"14,282"
5351,2019,Cyprus,Towns and suburbs,Females,75 years or over,"12,611"
5352,2019,Cyprus,Rural areas,Males,Less than 18 years,"13,901"
5353,2019,Cyprus,Rural areas,Males,From 18 to 64 years,"17,533"
5354,2019,Cyprus,Rural areas,Males,18 years or over,"16,980"
5355,2019,Cyprus,Rural areas,Males,60 years or over,"16,459"
5356,2019,Cyprus,Rural areas,Males,65 years or over,"14,978"
5357,2019,Cyprus,Rural areas,Males,75 years or over,"12,595"
5358,2019,Cyprus,Rural areas,Females,Less than 18 years,"15,092"
5359,2019,Cyprus,Rural areas,Females,From 18 to 64 years,"17,101"
5360,2019,Cyprus,Rural areas,Females,18 years or over,"16,111"
5361,2019,Cyprus,Rural areas,Females,60 years or over,"14,395"
5362,2019,Cyprus,Rural areas,Females,65 years or over,"13,078"
5363,2019,Cyprus,Rural areas,Females,75 years or over,"10,615"
5364,2019,Latvia,Cities,Males,Less than 18 years,"11,095"
5365,2019,Latvia,Cities,Males,From 18 to 64 years,"12,057"
5366,2019,Latvia,Cities,Males,18 years or over,"11,473"
5367,2019,Latvia,Cities,Males,60 years or over,"9,061"
5368,2019,Latvia,Cities,Males,65 years or over,"8,603"
5369,2019,Latvia,Cities,Males,75 years or over,"6,538"
5370,2019,Latvia,Cities,Females,Less than 18 years,"11,496"
5371,2019,Latvia,Cities,Females,From 18 to 64 years,"11,571"
5372,2019,Latvia,Cities,Females,18 years or over,"10,229"
5373,2019,Latvia,Cities,Females,60 years or over,"7,542"
5374,2019,Latvia,Cities,Females,65 years or over,"6,972"
5375,2019,Latvia,Cities,Females,75 years or over,"5,935"
5376,2019,Latvia,Towns and suburbs,Males,Less than 18 years,"9,071"
5377,2019,Latvia,Towns and suburbs,Males,From 18 to 64 years,"9,238"
5378,2019,Latvia,Towns and suburbs,Males,18 years or over,"8,696"
5379,2019,Latvia,Towns and suburbs,Males,60 years or over,"7,215"
5380,2019,Latvia,Towns and suburbs,Males,65 years or over,"6,710"
5381,2019,Latvia,Towns and suburbs,Males,75 years or over,"5,821"
5382,2019,Latvia,Towns and suburbs,Females,Less than 18 years,"9,572"
5383,2019,Latvia,Towns and suburbs,Females,From 18 to 64 years,"9,094"
5384,2019,Latvia,Towns and suburbs,Females,18 years or over,"8,258"
5385,2019,Latvia,Towns and suburbs,Females,60 years or over,"6,984"
5386,2019,Latvia,Towns and suburbs,Females,65 years or over,"6,404"
5387,2019,Latvia,Towns and suburbs,Females,75 years or over,"6,040"
5388,2019,Latvia,Rural areas,Males,Less than 18 years,"9,578"
5389,2019,Latvia,Rural areas,Males,From 18 to 64 years,"9,665"
5390,2019,Latvia,Rural areas,Males,18 years or over,"9,176"
5391,2019,Latvia,Rural areas,Males,60 years or over,"7,047"
5392,2019,Latvia,Rural areas,Males,65 years or over,"6,963"
5393,2019,Latvia,Rural areas,Males,75 years or over,"5,795"
5394,2019,Latvia,Rural areas,Females,Less than 18 years,"10,062"
5395,2019,Latvia,Rural areas,Females,From 18 to 64 years,"9,712"
5396,2019,Latvia,Rural areas,Females,18 years or over,"8,523"
5397,2019,Latvia,Rural areas,Females,60 years or over,"6,181"
5398,2019,Latvia,Rural areas,Females,65 years or over,"5,809"
5399,2019,Latvia,Rural areas,Females,75 years or over,"5,478"
5400,2019,Lithuania,Cities,Males,Less than 18 years,"10,608"
5401,2019,Lithuania,Cities,Males,From 18 to 64 years,"12,153"
5402,2019,Lithuania,Cities,Males,18 years or over,"11,579"
5403,2019,Lithuania,Cities,Males,60 years or over,"9,852"
5404,2019,Lithuania,Cities,Males,65 years or over,"8,916"
5405,2019,Lithuania,Cities,Males,75 years or over,"7,497"
5406,2019,Lithuania,Cities,Females,Less than 18 years,"10,808"
5407,2019,Lithuania,Cities,Females,From 18 to 64 years,"11,713"
5408,2019,Lithuania,Cities,Females,18 years or over,"10,393"
5409,2019,Lithuania,Cities,Females,60 years or over,"7,758"
5410,2019,Lithuania,Cities,Females,65 years or over,"6,846"
5411,2019,Lithuania,Cities,Females,75 years or over,"6,058"
5412,2019,Lithuania,Towns and suburbs,Males,Less than 18 years,"10,262"
5413,2019,Lithuania,Towns and suburbs,Males,From 18 to 64 years,"9,337"
5414,2019,Lithuania,Towns and suburbs,Males,18 years or over,"8,745"
5415,2019,Lithuania,Towns and suburbs,Males,60 years or over,"7,226"
5416,2019,Lithuania,Towns and suburbs,Males,65 years or over,"6,290"
5417,2019,Lithuania,Towns and suburbs,Males,75 years or over,
5418,2019,Lithuania,Towns and suburbs,Females,Less than 18 years,
5419,2019,Lithuania,Towns and suburbs,Females,From 18 to 64 years,"9,122"
5420,2019,Lithuania,Towns and suburbs,Females,18 years or over,"8,588"
5421,2019,Lithuania,Towns and suburbs,Females,60 years or over,"6,964"
5422,2019,Lithuania,Towns and suburbs,Females,65 years or over,"6,410"
5423,2019,Lithuania,Towns and suburbs,Females,75 years or over,
5424,2019,Lithuania,Rural areas,Males,Less than 18 years,"7,090"
5425,2019,Lithuania,Rural areas,Males,From 18 to 64 years,"8,851"
5426,2019,Lithuania,Rural areas,Males,18 years or over,"8,614"
5427,2019,Lithuania,Rural areas,Males,60 years or over,"7,819"
5428,2019,Lithuania,Rural areas,Males,65 years or over,"7,570"
5429,2019,Lithuania,Rural areas,Males,75 years or over,"6,769"
5430,2019,Lithuania,Rural areas,Females,Less than 18 years,"7,118"
5431,2019,Lithuania,Rural areas,Females,From 18 to 64 years,"8,694"
5432,2019,Lithuania,Rural areas,Females,18 years or over,"7,861"
5433,2019,Lithuania,Rural areas,Females,60 years or over,"6,434"
5434,2019,Lithuania,Rural areas,Females,65 years or over,"5,968"
5435,2019,Lithuania,Rural areas,Females,75 years or over,"5,670"
5436,2019,Luxembourg,Cities,Males,Less than 18 years,"47,237"
5437,2019,Luxembourg,Cities,Males,From 18 to 64 years,"49,784"
5438,2019,Luxembourg,Cities,Males,18 years or over,"49,835"
5439,2019,Luxembourg,Cities,Males,60 years or over,"46,756"
5440,2019,Luxembourg,Cities,Males,65 years or over,"50,131"
5441,2019,Luxembourg,Cities,Males,75 years or over,"53,890"
5442,2019,Luxembourg,Cities,Females,Less than 18 years,"44,732"
5443,2019,Luxembourg,Cities,Females,From 18 to 64 years,"48,050"
5444,2019,Luxembourg,Cities,Females,18 years or over,"47,997"
5445,2019,Luxembourg,Cities,Females,60 years or over,"46,874"
5446,2019,Luxembourg,Cities,Females,65 years or over,"47,726"
5447,2019,Luxembourg,Cities,Females,75 years or over,"54,614"
5448,2019,Luxembourg,Towns and suburbs,Males,Less than 18 years,"32,720"
5449,2019,Luxembourg,Towns and suburbs,Males,From 18 to 64 years,"41,863"
5450,2019,Luxembourg,Towns and suburbs,Males,18 years or over,"43,067"
5451,2019,Luxembourg,Towns and suburbs,Males,60 years or over,"48,312"
5452,2019,Luxembourg,Towns and suburbs,Males,65 years or over,"48,608"
5453,2019,Luxembourg,Towns and suburbs,Males,75 years or over,"49,295"
5454,2019,Luxembourg,Towns and suburbs,Females,Less than 18 years,"38,122"
5455,2019,Luxembourg,Towns and suburbs,Females,From 18 to 64 years,"39,125"
5456,2019,Luxembourg,Towns and suburbs,Females,18 years or over,"40,045"
5457,2019,Luxembourg,Towns and suburbs,Females,60 years or over,"44,820"
5458,2019,Luxembourg,Towns and suburbs,Females,65 years or over,"44,805"
5459,2019,Luxembourg,Towns and suburbs,Females,75 years or over,"41,112"
5460,2019,Luxembourg,Rural areas,Males,Less than 18 years,"36,427"
5461,2019,Luxembourg,Rural areas,Males,From 18 to 64 years,"42,898"
5462,2019,Luxembourg,Rural areas,Males,18 years or over,"44,747"
5463,2019,Luxembourg,Rural areas,Males,60 years or over,"50,661"
5464,2019,Luxembourg,Rural areas,Males,65 years or over,"52,148"
5465,2019,Luxembourg,Rural areas,Males,75 years or over,"47,296"
5466,2019,Luxembourg,Rural areas,Females,Less than 18 years,"38,468"
5467,2019,Luxembourg,Rural areas,Females,From 18 to 64 years,"42,296"
5468,2019,Luxembourg,Rural areas,Females,18 years or over,"43,367"
5469,2019,Luxembourg,Rural areas,Females,60 years or over,"48,454"
5470,2019,Luxembourg,Rural areas,Females,65 years or over,"48,072"
5471,2019,Luxembourg,Rural areas,Females,75 years or over,"42,532"
5472,2019,Hungary,Cities,Males,Less than 18 years,"7,702"
5473,2019,Hungary,Cities,Males,From 18 to 64 years,"7,923"
5474,2019,Hungary,Cities,Males,18 years or over,"7,720"
5475,2019,Hungary,Cities,Males,60 years or over,"7,343"
5476,2019,Hungary,Cities,Males,65 years or over,"6,942"
5477,2019,Hungary,Cities,Males,75 years or over,"6,551"
5478,2019,Hungary,Cities,Females,Less than 18 years,"7,350"
5479,2019,Hungary,Cities,Females,From 18 to 64 years,"7,613"
5480,2019,Hungary,Cities,Females,18 years or over,"7,205"
5481,2019,Hungary,Cities,Females,60 years or over,"6,502"
5482,2019,Hungary,Cities,Females,65 years or over,"6,277"
5483,2019,Hungary,Cities,Females,75 years or over,"6,102"
5484,2019,Hungary,Towns and suburbs,Males,Less than 18 years,"6,021"
5485,2019,Hungary,Towns and suburbs,Males,From 18 to 64 years,"6,465"
5486,2019,Hungary,Towns and suburbs,Males,18 years or over,"6,427"
5487,2019,Hungary,Towns and suburbs,Males,60 years or over,"6,213"
5488,2019,Hungary,Towns and suburbs,Males,65 years or over,"6,253"
5489,2019,Hungary,Towns and suburbs,Males,75 years or over,"5,942"
5490,2019,Hungary,Towns and suburbs,Females,Less than 18 years,"6,871"
5491,2019,Hungary,Towns and suburbs,Females,From 18 to 64 years,"6,568"
5492,2019,Hungary,Towns and suburbs,Females,18 years or over,"6,299"
5493,2019,Hungary,Towns and suburbs,Females,60 years or over,"5,784"
5494,2019,Hungary,Towns and suburbs,Females,65 years or over,"5,472"
5495,2019,Hungary,Towns and suburbs,Females,75 years or over,"5,267"
5496,2019,Hungary,Rural areas,Males,Less than 18 years,"5,586"
5497,2019,Hungary,Rural areas,Males,From 18 to 64 years,"6,220"
5498,2019,Hungary,Rural areas,Males,18 years or over,"6,157"
5499,2019,Hungary,Rural areas,Males,60 years or over,"5,932"
5500,2019,Hungary,Rural areas,Males,65 years or over,"5,812"
5501,2019,Hungary,Rural areas,Males,75 years or over,"5,945"
5502,2019,Hungary,Rural areas,Females,Less than 18 years,"5,149"
5503,2019,Hungary,Rural areas,Females,From 18 to 64 years,"6,100"
5504,2019,Hungary,Rural areas,Females,18 years or over,"5,907"
5505,2019,Hungary,Rural areas,Females,60 years or over,"5,432"
5506,2019,Hungary,Rural areas,Females,65 years or over,"5,268"
5507,2019,Hungary,Rural areas,Females,75 years or over,"5,043"
5508,2019,Malta,Cities,Males,Less than 18 years,"16,235"
5509,2019,Malta,Cities,Males,From 18 to 64 years,"18,793"
5510,2019,Malta,Cities,Males,18 years or over,"17,770"
5511,2019,Malta,Cities,Males,60 years or over,"14,703"
5512,2019,Malta,Cities,Males,65 years or over,"13,567"
5513,2019,Malta,Cities,Males,75 years or over,"13,234"
5514,2019,Malta,Cities,Females,Less than 18 years,"16,596"
5515,2019,Malta,Cities,Females,From 18 to 64 years,"18,446"
5516,2019,Malta,Cities,Females,18 years or over,"17,157"
5517,2019,Malta,Cities,Females,60 years or over,"13,621"
5518,2019,Malta,Cities,Females,65 years or over,"12,909"
5519,2019,Malta,Cities,Females,75 years or over,"12,474"
5520,2019,Malta,Towns and suburbs,Males,Less than 18 years,"15,237"
5521,2019,Malta,Towns and suburbs,Males,From 18 to 64 years,"18,518"
5522,2019,Malta,Towns and suburbs,Males,18 years or over,"17,525"
5523,2019,Malta,Towns and suburbs,Males,60 years or over,"14,377"
5524,2019,Malta,Towns and suburbs,Males,65 years or over,"13,869"
5525,2019,Malta,Towns and suburbs,Males,75 years or over,"12,817"
5526,2019,Malta,Towns and suburbs,Females,Less than 18 years,"17,158"
5527,2019,Malta,Towns and suburbs,Females,From 18 to 64 years,"18,231"
5528,2019,Malta,Towns and suburbs,Females,18 years or over,"16,618"
5529,2019,Malta,Towns and suburbs,Females,60 years or over,"13,242"
5530,2019,Malta,Towns and suburbs,Females,65 years or over,"12,039"
5531,2019,Malta,Towns and suburbs,Females,75 years or over,"11,673"
5532,2019,Malta,Rural areas,Males,Less than 18 years,
5533,2019,Malta,Rural areas,Males,From 18 to 64 years,
5534,2019,Malta,Rural areas,Males,18 years or over,
5535,2019,Malta,Rural areas,Males,60 years or over,
5536,2019,Malta,Rural areas,Males,65 years or over,
5537,2019,Malta,Rural areas,Males,75 years or over,
5538,2019,Malta,Rural areas,Females,Less than 18 years,
5539,2019,Malta,Rural areas,Females,From 18 to 64 years,
5540,2019,Malta,Rural areas,Females,18 years or over,
5541,2019,Malta,Rural areas,Females,60 years or over,
5542,2019,Malta,Rural areas,Females,65 years or over,
5543,2019,Malta,Rural areas,Females,75 years or over,
5544,2019,Netherlands,Cities,Males,Less than 18 years,"27,322"
5545,2019,Netherlands,Cities,Males,From 18 to 64 years,"28,664"
5546,2019,Netherlands,Cities,Males,18 years or over,"27,852"
5547,2019,Netherlands,Cities,Males,60 years or over,"26,220"
5548,2019,Netherlands,Cities,Males,65 years or over,"24,633"
5549,2019,Netherlands,Cities,Males,75 years or over,"22,841"
5550,2019,Netherlands,Cities,Females,Less than 18 years,"27,212"
5551,2019,Netherlands,Cities,Females,From 18 to 64 years,"27,628"
5552,2019,Netherlands,Cities,Females,18 years or over,"26,576"
5553,2019,Netherlands,Cities,Females,60 years or over,"24,257"
5554,2019,Netherlands,Cities,Females,65 years or over,"22,978"
5555,2019,Netherlands,Cities,Females,75 years or over,"21,821"
5556,2019,Netherlands,Towns and suburbs,Males,Less than 18 years,"27,116"
5557,2019,Netherlands,Towns and suburbs,Males,From 18 to 64 years,"29,797"
5558,2019,Netherlands,Towns and suburbs,Males,18 years or over,"28,537"
5559,2019,Netherlands,Towns and suburbs,Males,60 years or over,"26,753"
5560,2019,Netherlands,Towns and suburbs,Males,65 years or over,"24,635"
5561,2019,Netherlands,Towns and suburbs,Males,75 years or over,"23,021"
5562,2019,Netherlands,Towns and suburbs,Females,Less than 18 years,"27,449"
5563,2019,Netherlands,Towns and suburbs,Females,From 18 to 64 years,"28,957"
5564,2019,Netherlands,Towns and suburbs,Females,18 years or over,"27,097"
5565,2019,Netherlands,Towns and suburbs,Females,60 years or over,"24,394"
5566,2019,Netherlands,Towns and suburbs,Females,65 years or over,"21,995"
5567,2019,Netherlands,Towns and suburbs,Females,75 years or over,"20,483"
5568,2019,Netherlands,Rural areas,Males,Less than 18 years,"25,095"
5569,2019,Netherlands,Rural areas,Males,From 18 to 64 years,"29,579"
5570,2019,Netherlands,Rural areas,Males,18 years or over,"28,011"
5571,2019,Netherlands,Rural areas,Males,60 years or over,"26,353"
5572,2019,Netherlands,Rural areas,Males,65 years or over,"23,417"
5573,2019,Netherlands,Rural areas,Males,75 years or over,"20,932"
5574,2019,Netherlands,Rural areas,Females,Less than 18 years,"25,256"
5575,2019,Netherlands,Rural areas,Females,From 18 to 64 years,"28,561"
5576,2019,Netherlands,Rural areas,Females,18 years or over,"26,849"
5577,2019,Netherlands,Rural areas,Females,60 years or over,"24,534"
5578,2019,Netherlands,Rural areas,Females,65 years or over,"22,359"
5579,2019,Netherlands,Rural areas,Females,75 years or over,"20,198"
5580,2019,Austria,Cities,Males,Less than 18 years,"23,190"
5581,2019,Austria,Cities,Males,From 18 to 64 years,"29,665"
5582,2019,Austria,Cities,Males,18 years or over,"30,238"
5583,2019,Austria,Cities,Males,60 years or over,"33,088"
5584,2019,Austria,Cities,Males,65 years or over,"33,442"
5585,2019,Austria,Cities,Males,75 years or over,"34,183"
5586,2019,Austria,Cities,Females,Less than 18 years,"22,289"
5587,2019,Austria,Cities,Females,From 18 to 64 years,"28,034"
5588,2019,Austria,Cities,Females,18 years or over,"28,272"
5589,2019,Austria,Cities,Females,60 years or over,"30,613"
5590,2019,Austria,Cities,Females,65 years or over,"29,249"
5591,2019,Austria,Cities,Females,75 years or over,"28,136"
5592,2019,Austria,Towns and suburbs,Males,Less than 18 years,"24,814"
5593,2019,Austria,Towns and suburbs,Males,From 18 to 64 years,"30,587"
5594,2019,Austria,Towns and suburbs,Males,18 years or over,"30,320"
5595,2019,Austria,Towns and suburbs,Males,60 years or over,"31,016"
5596,2019,Austria,Towns and suburbs,Males,65 years or over,"29,209"
5597,2019,Austria,Towns and suburbs,Males,75 years or over,"31,034"
5598,2019,Austria,Towns and suburbs,Females,Less than 18 years,"26,246"
5599,2019,Austria,Towns and suburbs,Females,From 18 to 64 years,"30,833"
5600,2019,Austria,Towns and suburbs,Females,18 years or over,"29,653"
5601,2019,Austria,Towns and suburbs,Females,60 years or over,"27,168"
5602,2019,Austria,Towns and suburbs,Females,65 years or over,"26,094"
5603,2019,Austria,Towns and suburbs,Females,75 years or over,"25,400"
5604,2019,Austria,Rural areas,Males,Less than 18 years,"25,466"
5605,2019,Austria,Rural areas,Males,From 18 to 64 years,"30,461"
5606,2019,Austria,Rural areas,Males,18 years or over,"29,824"
5607,2019,Austria,Rural areas,Males,60 years or over,"28,020"
5608,2019,Austria,Rural areas,Males,65 years or over,"27,530"
5609,2019,Austria,Rural areas,Males,75 years or over,"26,635"
5610,2019,Austria,Rural areas,Females,Less than 18 years,"24,395"
5611,2019,Austria,Rural areas,Females,From 18 to 64 years,"30,134"
5612,2019,Austria,Rural areas,Females,18 years or over,"28,690"
5613,2019,Austria,Rural areas,Females,60 years or over,"26,117"
5614,2019,Austria,Rural areas,Females,65 years or over,"24,305"
5615,2019,Austria,Rural areas,Females,75 years or over,"22,911"
5616,2019,Poland,Cities,Males,Less than 18 years,"9,441"
5617,2019,Poland,Cities,Males,From 18 to 64 years,"9,854"
5618,2019,Poland,Cities,Males,18 years or over,"9,620"
5619,2019,Poland,Cities,Males,60 years or over,"8,706"
5620,2019,Poland,Cities,Males,65 years or over,"8,621"
5621,2019,Poland,Cities,Males,75 years or over,"8,435"
5622,2019,Poland,Cities,Females,Less than 18 years,"9,432"
5623,2019,Poland,Cities,Females,From 18 to 64 years,"9,539"
5624,2019,Poland,Cities,Females,18 years or over,"9,008"
5625,2019,Poland,Cities,Females,60 years or over,"7,847"
5626,2019,Poland,Cities,Females,65 years or over,"7,491"
5627,2019,Poland,Cities,Females,75 years or over,"7,348"
5628,2019,Poland,Towns and suburbs,Males,Less than 18 years,"8,460"
5629,2019,Poland,Towns and suburbs,Males,From 18 to 64 years,"8,417"
5630,2019,Poland,Towns and suburbs,Males,18 years or over,"8,251"
5631,2019,Poland,Towns and suburbs,Males,60 years or over,"7,661"
5632,2019,Poland,Towns and suburbs,Males,65 years or over,"7,490"
5633,2019,Poland,Towns and suburbs,Males,75 years or over,"7,359"
5634,2019,Poland,Towns and suburbs,Females,Less than 18 years,"8,157"
5635,2019,Poland,Towns and suburbs,Females,From 18 to 64 years,"8,353"
5636,2019,Poland,Towns and suburbs,Females,18 years or over,"7,996"
5637,2019,Poland,Towns and suburbs,Females,60 years or over,"7,218"
5638,2019,Poland,Towns and suburbs,Females,65 years or over,"6,962"
5639,2019,Poland,Towns and suburbs,Females,75 years or over,"7,191"
5640,2019,Poland,Rural areas,Males,Less than 18 years,"6,591"
5641,2019,Poland,Rural areas,Males,From 18 to 64 years,"7,020"
5642,2019,Poland,Rural areas,Males,18 years or over,"6,947"
5643,2019,Poland,Rural areas,Males,60 years or over,"6,653"
5644,2019,Poland,Rural areas,Males,65 years or over,"6,602"
5645,2019,Poland,Rural areas,Males,75 years or over,"6,431"
5646,2019,Poland,Rural areas,Females,Less than 18 years,"6,824"
5647,2019,Poland,Rural areas,Females,From 18 to 64 years,"7,048"
5648,2019,Poland,Rural areas,Females,18 years or over,"6,814"
5649,2019,Poland,Rural areas,Females,60 years or over,"6,284"
5650,2019,Poland,Rural areas,Females,65 years or over,"6,084"
5651,2019,Poland,Rural areas,Females,75 years or over,"6,007"
5652,2019,Portugal,Cities,Males,Less than 18 years,"12,012"
5653,2019,Portugal,Cities,Males,From 18 to 64 years,"12,972"
5654,2019,Portugal,Cities,Males,18 years or over,"13,350"
5655,2019,Portugal,Cities,Males,60 years or over,"14,481"
5656,2019,Portugal,Cities,Males,65 years or over,"14,594"
5657,2019,Portugal,Cities,Males,75 years or over,"13,180"
5658,2019,Portugal,Cities,Females,Less than 18 years,"12,223"
5659,2019,Portugal,Cities,Females,From 18 to 64 years,"12,845"
5660,2019,Portugal,Cities,Females,18 years or over,"12,945"
5661,2019,Portugal,Cities,Females,60 years or over,"13,475"
5662,2019,Portugal,Cities,Females,65 years or over,"13,201"
5663,2019,Portugal,Cities,Females,75 years or over,"11,922"
5664,2019,Portugal,Towns and suburbs,Males,Less than 18 years,"11,094"
5665,2019,Portugal,Towns and suburbs,Males,From 18 to 64 years,"11,617"
5666,2019,Portugal,Towns and suburbs,Males,18 years or over,"11,842"
5667,2019,Portugal,Towns and suburbs,Males,60 years or over,"12,740"
5668,2019,Portugal,Towns and suburbs,Males,65 years or over,"12,668"
5669,2019,Portugal,Towns and suburbs,Males,75 years or over,"12,093"
5670,2019,Portugal,Towns and suburbs,Females,Less than 18 years,"10,762"
5671,2019,Portugal,Towns and suburbs,Females,From 18 to 64 years,"11,492"
5672,2019,Portugal,Towns and suburbs,Females,18 years or over,"11,485"
5673,2019,Portugal,Towns and suburbs,Females,60 years or over,"11,538"
5674,2019,Portugal,Towns and suburbs,Females,65 years or over,"11,463"
5675,2019,Portugal,Towns and suburbs,Females,75 years or over,"10,369"
5676,2019,Portugal,Rural areas,Males,Less than 18 years,"9,814"
5677,2019,Portugal,Rural areas,Males,From 18 to 64 years,"10,359"
5678,2019,Portugal,Rural areas,Males,18 years or over,"10,274"
5679,2019,Portugal,Rural areas,Males,60 years or over,"10,091"
5680,2019,Portugal,Rural areas,Males,65 years or over,"10,037"
5681,2019,Portugal,Rural areas,Males,75 years or over,"9,438"
5682,2019,Portugal,Rural areas,Females,Less than 18 years,"9,855"
5683,2019,Portugal,Rural areas,Females,From 18 to 64 years,"10,317"
5684,2019,Portugal,Rural areas,Females,18 years or over,"9,922"
5685,2019,Portugal,Rural areas,Females,60 years or over,"9,378"
5686,2019,Portugal,Rural areas,Females,65 years or over,"9,099"
5687,2019,Portugal,Rural areas,Females,75 years or over,"8,679"
5688,2019,Romania,Cities,Males,Less than 18 years,"6,118"
5689,2019,Romania,Cities,Males,From 18 to 64 years,"6,718"
5690,2019,Romania,Cities,Males,18 years or over,"6,350"
5691,2019,Romania,Cities,Males,60 years or over,"5,364"
5692,2019,Romania,Cities,Males,65 years or over,"4,904"
5693,2019,Romania,Cities,Males,75 years or over,"4,912"
5694,2019,Romania,Cities,Females,Less than 18 years,"6,551"
5695,2019,Romania,Cities,Females,From 18 to 64 years,"6,512"
5696,2019,Romania,Cities,Females,18 years or over,"6,011"
5697,2019,Romania,Cities,Females,60 years or over,"4,844"
5698,2019,Romania,Cities,Females,65 years or over,"4,534"
5699,2019,Romania,Cities,Females,75 years or over,"4,354"
5700,2019,Romania,Towns and suburbs,Males,Less than 18 years,"4,193"
5701,2019,Romania,Towns and suburbs,Males,From 18 to 64 years,"4,805"
5702,2019,Romania,Towns and suburbs,Males,18 years or over,"4,706"
5703,2019,Romania,Towns and suburbs,Males,60 years or over,"4,439"
5704,2019,Romania,Towns and suburbs,Males,65 years or over,"4,253"
5705,2019,Romania,Towns and suburbs,Males,75 years or over,"3,805"
5706,2019,Romania,Towns and suburbs,Females,Less than 18 years,"4,009"
5707,2019,Romania,Towns and suburbs,Females,From 18 to 64 years,"4,586"
5708,2019,Romania,Towns and suburbs,Females,18 years or over,"4,369"
5709,2019,Romania,Towns and suburbs,Females,60 years or over,"3,925"
5710,2019,Romania,Towns and suburbs,Females,65 years or over,"3,670"
5711,2019,Romania,Towns and suburbs,Females,75 years or over,"3,375"
5712,2019,Romania,Rural areas,Males,Less than 18 years,"2,506"
5713,2019,Romania,Rural areas,Males,From 18 to 64 years,"3,509"
5714,2019,Romania,Rural areas,Males,18 years or over,"3,490"
5715,2019,Romania,Rural areas,Males,60 years or over,"3,490"
5716,2019,Romania,Rural areas,Males,65 years or over,"3,413"
5717,2019,Romania,Rural areas,Males,75 years or over,"3,208"
5718,2019,Romania,Rural areas,Females,Less than 18 years,"2,696"
5719,2019,Romania,Rural areas,Females,From 18 to 64 years,"3,431"
5720,2019,Romania,Rural areas,Females,18 years or over,"3,286"
5721,2019,Romania,Rural areas,Females,60 years or over,"3,093"
5722,2019,Romania,Rural areas,Females,65 years or over,"2,927"
5723,2019,Romania,Rural areas,Females,75 years or over,"2,612"
5724,2019,Slovenia,Cities,Males,Less than 18 years,"16,136"
5725,2019,Slovenia,Cities,Males,From 18 to 64 years,"16,091"
5726,2019,Slovenia,Cities,Males,18 years or over,"16,253"
5727,2019,Slovenia,Cities,Males,60 years or over,"16,794"
5728,2019,Slovenia,Cities,Males,65 years or over,"16,855"
5729,2019,Slovenia,Cities,Males,75 years or over,"16,605"
5730,2019,Slovenia,Cities,Females,Less than 18 years,"15,515"
5731,2019,Slovenia,Cities,Females,From 18 to 64 years,"16,486"
5732,2019,Slovenia,Cities,Females,18 years or over,"15,952"
5733,2019,Slovenia,Cities,Females,60 years or over,"14,702"
5734,2019,Slovenia,Cities,Females,65 years or over,"14,583"
5735,2019,Slovenia,Cities,Females,75 years or over,"13,826"
5736,2019,Slovenia,Towns and suburbs,Males,Less than 18 years,"15,269"
5737,2019,Slovenia,Towns and suburbs,Males,From 18 to 64 years,"16,054"
5738,2019,Slovenia,Towns and suburbs,Males,18 years or over,"15,643"
5739,2019,Slovenia,Towns and suburbs,Males,60 years or over,"14,278"
5740,2019,Slovenia,Towns and suburbs,Males,65 years or over,"14,144"
5741,2019,Slovenia,Towns and suburbs,Males,75 years or over,"14,000"
5742,2019,Slovenia,Towns and suburbs,Females,Less than 18 years,"15,251"
5743,2019,Slovenia,Towns and suburbs,Females,From 18 to 64 years,"15,767"
5744,2019,Slovenia,Towns and suburbs,Females,18 years or over,"14,929"
5745,2019,Slovenia,Towns and suburbs,Females,60 years or over,"12,976"
5746,2019,Slovenia,Towns and suburbs,Females,65 years or over,"12,607"
5747,2019,Slovenia,Towns and suburbs,Females,75 years or over,"11,981"
5748,2019,Slovenia,Rural areas,Males,Less than 18 years,"14,776"
5749,2019,Slovenia,Rural areas,Males,From 18 to 64 years,"15,656"
5750,2019,Slovenia,Rural areas,Males,18 years or over,"15,191"
5751,2019,Slovenia,Rural areas,Males,60 years or over,"13,275"
5752,2019,Slovenia,Rural areas,Males,65 years or over,"13,068"
5753,2019,Slovenia,Rural areas,Males,75 years or over,"12,373"
5754,2019,Slovenia,Rural areas,Females,Less than 18 years,"14,579"
5755,2019,Slovenia,Rural areas,Females,From 18 to 64 years,"15,353"
